batch_name,Name,SampleIndex,SampleNumber,vial_capped,gc_well_number,hydrogen_evolution,oxygen_evolution,hydrogen_evolution_micromol,oxygen_evolution_micromol,sonication_time_min,illumination_time_min,gc_method,purge_time,cap_vials,P10-HS_to_dispense,CaCO3_to_dispense,P10_to_dispense,g-C3N4_to_dispense,FS-COF_to_dispense,domen_xb_1_to_dispense,pt/gcn_to_dispense,water_to_dispense,Water8_to_dispense,AscorbicAcid0-1M_to_dispense,TEOA-0-1VV_to_dispense,MethyleneBlue0-25g-L_to_dispense,AcidRed871-0g-L_to_dispense,RhodamineB_to_dispense,RoseBengal1-0g-L_to_dispense,AscorbicAcid1-0M_to_dispense,P10-HS_dispensed,CaCO3_dispensed,P10_dispensed,g-C3N4_dispensed,FS-COF_dispensed,domen_xb_1_dispensed,pt/gcn_dispensed,water_dispensed,Water8_dispensed,AscorbicAcid0-1M_dispensed,TEOA-0-1VV_dispensed,MethyleneBlue0-25g-L_dispensed,AcidRed871-0g-L_dispensed,RhodamineB_dispensed,RoseBengal1-0g-L_dispensed,AscorbicAcid1-0M_dispensed,submit_start,submit_finish,run_start,run_finish,PickUp_start,PickUp_finish,load_quantos_start,load_quantos_finish,unload_quantos_start,unload_quantos_finish,dispense_liquid_start,dispense_liquid_finish,load_sonicator_start,load_sonicator_finish,sonication_start,sonication_finish,unload_sonicator_start,unload_sonicator_finish,load_photocat_start,load_photocat_finish,photolysis_start,photolysis_finish,unload_photocat_start,unload_photocat_finish,load_gc_start,load_gc_finish,gc_analysis_start,gc_analysis_finish,unload_gc_start,unload_gc_finish,move_to_storage_start,move_to_storage_finish
exploratory-run-10,exploratory-run-10_4,3,4,1,4,10081,320752,0.18057614470007846,0.89397736464,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.965,0.0,1.5100002,0.0,2.51,0.0,0.0,0.0,1.0000005,0.0,0.0,,,29-03-2019 10:39:43,,29-03-2019 10:48:14,29-03-2019 10:50:36,29-03-2019 10:51:17,29-03-2019 10:55:28,29-03-2019 11:09:04,29-03-2019 11:13:18,29-03-2019 11:18:28,29-03-2019 11:50:19,29-03-2019 11:50:23,29-03-2019 11:56:05,29-03-2019 11:56:05,29-03-2019 12:15:17,29-03-2019 12:06:06,29-03-2019 12:15:20,29-03-2019 12:15:24,29-03-2019 12:20:57,29-03-2019 12:20:58,29-03-2019 13:20:59,29-03-2019 15:12:37,29-03-2019 15:17:22,29-03-2019 18:14:31,29-03-2019 18:15:22,29-03-2019 18:15:22,29-03-2019 22:43:19,,,30-03-2019 13:06:37,30-03-2019 13:09:06
exploratory-run-10,exploratory-run-10_5,4,5,1,5,40287,150445,0.29725605529332005,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,1.5199997,0.0,2.5100002,0.0,0.0,0.97999954,0.0,0.0,0.0,,,29-03-2019 10:39:43,,29-03-2019 10:48:14,29-03-2019 10:50:36,29-03-2019 10:51:17,29-03-2019 10:55:28,29-03-2019 11:09:04,29-03-2019 11:13:18,29-03-2019 11:18:28,29-03-2019 11:50:19,29-03-2019 11:50:23,29-03-2019 11:56:05,29-03-2019 11:56:05,29-03-2019 12:15:17,29-03-2019 12:06:06,29-03-2019 12:15:20,29-03-2019 12:15:24,29-03-2019 12:20:57,29-03-2019 12:20:58,29-03-2019 13:20:59,29-03-2019 15:12:37,29-03-2019 15:17:22,29-03-2019 18:14:31,29-03-2019 18:15:22,29-03-2019 18:15:22,29-03-2019 22:43:19,,,30-03-2019 13:06:37,30-03-2019 13:09:06
exploratory-run-10,exploratory-run-10_6,5,6,1,6,45554,198021,0.3193140787171682,0.19366568747000001,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.965,0.0,1.48,0.0,2.49,0.0,0.0,0.98,0.0,0.0,0.0,,,29-03-2019 10:39:43,,29-03-2019 10:48:14,29-03-2019 10:50:36,29-03-2019 10:51:17,29-03-2019 10:55:28,29-03-2019 11:09:04,29-03-2019 11:13:18,29-03-2019 11:18:28,29-03-2019 11:50:19,29-03-2019 11:50:23,29-03-2019 11:56:05,29-03-2019 11:56:05,29-03-2019 12:15:17,29-03-2019 12:06:06,29-03-2019 12:15:20,29-03-2019 12:15:24,29-03-2019 12:20:57,29-03-2019 12:20:58,29-03-2019 13:20:59,29-03-2019 15:12:37,29-03-2019 15:17:22,29-03-2019 18:14:31,29-03-2019 18:15:22,29-03-2019 18:15:22,29-03-2019 22:43:19,,,30-03-2019 13:06:37,30-03-2019 13:09:06
exploratory-run-10,exploratory-run-10_7,6,7,1,13,38815,236269,0.29118229694825126,0.4119114528300001,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,1.5099998,0.0,2.4900002,0.0,0.97000027,0.0,0.0,0.0,0.0,,,29-03-2019 10:39:43,,29-03-2019 10:48:14,29-03-2019 10:50:36,29-03-2019 10:51:17,29-03-2019 10:55:28,29-03-2019 11:09:04,29-03-2019 11:13:18,29-03-2019 11:18:28,29-03-2019 11:50:19,29-03-2019 11:50:23,29-03-2019 11:56:05,29-03-2019 11:56:05,29-03-2019 12:15:17,29-03-2019 12:06:06,29-03-2019 12:15:20,29-03-2019 12:15:24,29-03-2019 12:20:57,29-03-2019 12:20:58,29-03-2019 13:20:59,29-03-2019 15:12:37,29-03-2019 15:17:22,29-03-2019 18:14:31,29-03-2019 18:15:22,29-03-2019 18:15:22,29-03-2019 22:43:19,,,30-03-2019 13:06:37,30-03-2019 13:09:06
exploratory-run-10,exploratory-run-10_8,7,8,1,14,37309,287025,0.28500935830751245,0.70152874175,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.105,0.0,1.4999998,0.0,2.48,0.0,0.96000004,0.0,0.0,0.0,0.0,,,29-03-2019 10:39:43,,29-03-2019 10:48:14,29-03-2019 10:50:36,29-03-2019 10:51:17,29-03-2019 10:55:28,29-03-2019 11:09:04,29-03-2019 11:13:18,29-03-2019 11:18:28,29-03-2019 11:50:19,29-03-2019 11:50:23,29-03-2019 11:56:05,29-03-2019 11:56:05,29-03-2019 12:15:17,29-03-2019 12:06:06,29-03-2019 12:15:20,29-03-2019 12:15:24,29-03-2019 12:20:57,29-03-2019 12:20:58,29-03-2019 13:20:59,29-03-2019 15:12:37,29-03-2019 15:17:22,29-03-2019 18:14:31,29-03-2019 18:15:22,29-03-2019 18:15:22,29-03-2019 22:43:19,,,30-03-2019 13:06:37,30-03-2019 13:09:06
exploratory-run-2,exploratory-run-2_1,0,1,1,1,12864,88881,0.1906267660654592,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,0.0,0.9899998,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_2,1,2,1,2,11129,85827,0.18434426056399444,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4900002,0.0,0.0,2.4899998,0.0,1.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_3,2,3,1,3,337,102246,0.0,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.4899998,0.9800005,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_4,3,4,1,4,213,112453,0.0,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5299997,0.9900007,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_5,4,5,1,5,27,251585,0.0,0.49930562095,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.4599998,0.0,0.0,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_6,5,6,1,6,34,319597,0.0,0.88738685379,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4900002,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_7,6,7,1,13,66,127145,0.0,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4899998,0.0,2.47,0.0,0.0,0.0,0.0,0.9899998,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_8,7,8,1,14,23,143990,0.0,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,2.5000002,0.0,0.0,0.0,0.0,1.0199995,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_9,8,9,1,17,29,231138,0.0,0.3826336076600001,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5099998,0.0,2.5,0.0,0.0,0.0,0.97999954,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_10,9,10,1,18,31,249668,0.0,0.4883670847599999,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5100002,0.0,0.0,0.0,1.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_11,10,11,1,25,39,163381,0.0,0.0,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,2.4999998,0.0,0.0,1.0699997,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_12,11,12,1,26,26,165603,0.0,0.008686310209999992,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5099998,0.0,2.48,0.0,0.0,0.9899998,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_13,12,13,1,27,43,183695,0.0,0.11192052865000002,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.4800003,0.0,0.9900007,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_14,13,14,1,28,67,191773,0.0,0.15801416210999997,10,60,constant-HS rc,60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,2.4900002,0.0,0.97999954,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
exploratory-run-2,exploratory-run-2_15,14,15,1,29,11,263700,0.0,0.568434659,10,60,constant-HS rc,60,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,28-03-2019 12:11:47,,28-03-2019 13:16:49,28-03-2019 13:19:27,28-03-2019 13:22:15,28-03-2019 13:29:11,28-03-2019 14:05:32,28-03-2019 14:12:05,28-03-2019 14:17:09,28-03-2019 15:13:40,28-03-2019 15:25:25,28-03-2019 15:34:42,28-03-2019 15:34:42,28-03-2019 16:06:41,28-03-2019 15:50:18,28-03-2019 16:06:45,28-03-2019 16:06:49,28-03-2019 16:15:36,28-03-2019 16:15:36,28-03-2019 17:15:37,28-03-2019 17:23:00,28-03-2019 17:30:29,28-03-2019 22:08:22,28-03-2019 22:09:13,28-03-2019 22:09:13,29-03-2019 04:05:39,,,29-03-2019 04:14:09,29-03-2019 04:17:24
