,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
223,0.0,2.2447097,0.0,0.0,0.22025569,1.78,0.0,0.0,0.0,1.9831401000000002,7.6898229821452
224,0.0,1.7479296999999998,0.0,0.0,0.72083837,4.38,0.0,0.0,0.0,2.2422442000000005,13.595686578489985
225,0.0,1.2695484,0.0,0.24206910000000004,0.0,3.63,0.0,0.0,0.0,3.2587285,11.638061381145347
226,0.0,2.9898813,0.0,0.0,0.0,4.475,0.0,0.0,0.0,1.4848636,8.882527063855486
227,0.0,0.24839048,0.0,0.0,0.0,3.285,0.0,0.0,0.0,4.4844875,6.595518603152605
228,0.0,1.9963210999999998,0.0,0.0,0.9811416,1.965,0.0,0.0,0.0,1.7539334,10.474162531541877
229,0.0,0.9935601999999999,0.0,0.0,0.0,0.98,0.0,0.0,0.0,3.2587276000000003,5.3498513841995505
230,0.0,1.4903402000000001,0.0,0.0,0.75087404,4.57,0.0,0.0,0.0,1.9731753,15.022228014984133
231,0.0,1.7387298,0.0,0.0,0.0,3.605,0.0,0.0,0.0,2.7405207000000003,10.548156650280976
232,0.0,1.7571294999999998,0.0,0.0,0.0,4.15,0.0,0.0,0.0,2.7405207000000003,11.564517305314073
233,0.0,1.7479296999999998,0.0,0.0,0.48055893,3.745,0.0,0.0,0.0,2.25221,14.723334024031255
234,0.0,0.48758113,0.0,0.0,0.0,5.015,0.0,0.0,0.0,0.0,3.0667011542755134
235,0.0,0.47837952,0.0,0.0,0.0,5.085,0.0,0.0,0.0,0.0,2.9697510054031246
236,0.0,1.7387298,0.0,0.0,0.7208403,4.41,0.0,0.0,0.0,2.0030706,4.665261164981684
237,0.0,1.7571304,0.0,0.0,0.74086213,4.655,0.0,0.0,0.0,1.9831401000000002,7.370351467059418
238,0.0,1.7479296999999998,0.0,0.0,0.48056084,4.355,0.0,0.0,0.0,1.9731753,7.933836531724131
239,0.0,1.7571294999999998,0.0,0.24206996,0.72083837,4.995,0.0,0.0,0.0,1.7539334,9.1155866109474
240,0.0,2.2447107,0.0,0.26896632,1.2614686000000002,1.4,0.0,0.0,0.0,0.23917247,4.577556119097514
241,0.0,1.9871212,0.0,0.0,0.26030132,4.56,0.0,0.0,0.0,2.2422442000000005,9.416611099902056
242,0.0,0.75436956,0.0,0.0,0.4905708,4.555,0.0,0.0,0.0,3.0095904,10.29604727537124
243,0.0,2.00552,0.0,0.0,0.72083837,2.775,0.0,0.0,0.0,0.48831072,9.141104477091677
244,0.0,1.9871212,0.0,0.0,0.22025569,3.605,0.0,0.0,0.0,2.2322792999999996,10.36973530415497
245,0.0,1.2327508,0.0,0.0,0.0,2.975,0.0,0.0,0.0,3.2387972,9.609651377075233
246,0.0,1.7571294999999998,0.0,0.49310479999999995,0.0,3.0,0.0,0.0,0.0,2.4913824,8.112914981928514
247,0.0,1.9779214,0.0,0.0,1.2414448,2.79,0.0,0.0,0.0,1.255657,12.743646457579908
248,0.0,1.7479306000000001,0.0,0.0,0.7308503000000001,4.815,0.0,0.0,0.0,1.7439677,15.215855705695365
249,0.0,0.50597906,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,3.1697383737891562
250,0.0,0.48758113,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,2.8558348229624015
251,0.0,1.0211588,0.0,0.5110363,1.2614686000000002,4.37,0.0,0.0,0.0,1.2357254,0.0
252,0.0,1.7479306000000001,0.0,0.24206910000000004,0.9711296999999999,4.83,0.0,0.0,0.0,1.7340019,13.569705340792368
253,0.0,1.7295308999999996,0.0,0.0,0.7108284,4.805,0.0,0.0,0.0,1.7439677,13.292440198742742
254,0.0,1.7295308999999996,0.0,0.23310421,1.0011654,4.985,0.0,0.0,0.0,1.5047941999999999,14.306687005549795
255,0.0,0.7359716,0.0,0.0,0.0,4.565,0.0,0.0,0.0,3.4879352999999997,10.537018407724576
256,0.0,1.7847291,0.0,0.0,0.74086213,4.625,0.0,0.0,0.0,1.7638991999999998,14.71422175406448
257,0.0,1.4903412,0.0,0.0,0.48055893,2.4,0.0,0.0,0.0,0.72748417,11.210883416046414
258,0.0,1.4903402000000001,0.0,0.0,2.4828906,4.175,0.0,0.0,0.0,0.21924192,14.747483331351487
259,0.0,1.7295308999999996,0.0,0.0,0.48055893,3.04,0.0,0.0,0.0,2.0030715,13.506662235069028
260,0.0,2.7690895,0.0,0.5289669,0.0,4.225,0.0,0.0,0.0,0.73744893,9.853652867458
261,0.0,1.011959,0.0,0.0,0.75087404,3.98,0.0,0.0,0.0,1.9831401000000002,15.370843349343689
262,0.0,2.9990802000000003,0.0,0.0,0.0,3.4,0.0,0.0,0.0,1.7539334,9.8001222139025
263,0.0,0.98436034,0.0,0.0,0.0,4.005,0.23593907,0.0,0.0,3.2487627999999997,7.783503525721003
264,0.0,1.7387308000000001,0.0,0.26000145,1.2714803999999997,5.015,0.0,0.0,0.0,1.2556559999999999,17.972394617671586
265,0.0,0.48758113,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.479045085325043
266,0.0,0.48757938,0.0,0.0,0.0,4.995,0.0,0.0,0.0,0.0,3.139265725987472
267,0.0,1.7479296999999998,0.0,0.26896632,0.0,4.615,0.0,0.0,0.0,2.4913824,11.422529959278032
268,0.0,0.48757938,0.0,0.0,0.0,4.98,0.0,0.0,0.0,3.9862117999999995,11.106045505103356
269,0.0,2.4838996,0.0,0.49310479999999995,0.74086404,4.385,0.0,0.0,0.0,0.4783459,13.85786927502756
270,0.0,0.24838872,0.0,0.0,0.0,4.575,0.0,0.0,0.0,4.23535,6.769879611104505
271,0.0,1.2235519,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.4879352999999997,10.35093061452753
272,0.0,1.5363386,0.0,0.0,0.0,3.45,0.0,0.0,0.0,3.2387972,11.534501075598078
273,0.0,0.9935601999999999,0.0,0.0,0.0,3.075,0.0,0.0,0.0,3.7370737000000003,12.46877400157662
274,0.0,0.75436956,0.0,0.0,0.0,3.355,0.0,0.0,0.0,3.7470392999999995,12.136392970649402
275,0.0,1.7387298,0.0,0.26000059999999997,0.9711315999999999,4.855,0.0,0.0,0.0,1.7240361000000002,17.63328627412384
276,0.0,1.7387298,0.0,0.0,0.7308503000000001,4.8,0.0,0.0,0.0,1.7439677,17.068694416463927
277,0.0,2.4747014,0.0,0.0,0.74086213,2.395,0.0,0.0,0.0,1.4848636,14.237996715994889
278,0.0,0.9659606,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5078660000000004,10.409856882752322
279,0.0,2.732291,0.0,0.0,1.7420285,3.73,0.0,0.0,0.0,0.0,15.501044485872788
280,0.0,0.2299908,0.0,0.5020697000000001,0.0,3.79,0.0,0.0,0.0,3.9862117999999995,10.391685490197343
281,0.0,0.48757938,0.0,0.0,0.0,4.975,0.0,0.0,0.0,0.0,3.5966324770095293
282,0.0,0.50597906,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.298549262279998
283,0.0,1.9963210999999998,0.0,0.0,0.72083837,5.27,0.0,0.0,0.0,1.7539334,14.800174607142939
284,0.0,1.4903402000000001,0.0,0.0,0.74086213,3.565,0.0,0.0,0.0,2.2322783,14.186741065926272
285,0.0,2.226312,0.0,0.0,0.7308503000000001,4.995,0.0,0.0,0.0,1.4748979,15.319634678118767
286,0.0,2.2447097,0.0,0.0,0.7308503000000001,5.0,0.0,0.0,0.0,1.2357254,15.039698286997249
287,0.0,1.2235508999999998,0.0,0.0,0.72083837,4.57,0.0,0.0,0.0,2.7405207000000003,15.680762009912527
288,0.0,0.73596984,0.0,0.0,0.23026758,4.085,0.0,0.0,0.0,3.5078669000000002,13.849433867728887
289,0.0,1.7571304,0.0,0.24206910000000004,0.74086213,3.56,0.0,0.0,0.0,0.22920766,13.66593823295309
290,0.0,0.717571,0.0,0.0,0.0,2.35,0.0,0.0,0.0,3.7470383999999997,10.886848763683139
291,0.0,1.4811413,0.0,0.0,0.72083837,3.325,0.0,0.0,0.0,1.9931058999999998,15.037785511170151
292,0.0,2.4931011,0.0,0.25103486,0.9811416,4.98,0.0,0.0,0.0,1.0065187,18.265452906295106
293,0.0,0.9935601999999999,0.0,0.0,0.0,3.36,0.0,0.0,0.0,3.7370737000000003,13.488529484954098
294,0.0,0.98436034,0.0,0.0,0.0,2.17,0.0,0.0,0.0,3.2288322,11.070469706797248
295,0.0,1.4719415,0.0,0.0,0.0,1.97,0.0,0.0,0.0,2.9996245,10.884613906297297
296,0.0,0.9659615,0.0,0.0,0.24027947,2.07,0.0,0.0,0.0,2.501347,12.044713349566125
297,0.0,0.46918145,0.0,0.0,0.0,5.035,0.0,0.0,0.0,0.0,3.850090510353536
298,0.0,0.48757938,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,3.2305889505600307
299,0.0,1.9963202000000002,0.0,0.0,1.7320166000000001,4.645,0.0,0.0,0.0,0.76734525,14.957227823340995
300,0.0,1.9779205000000002,0.0,0.0,1.2414448,4.765,0.0,0.0,0.0,0.98658717,15.484389253508107
301,0.0,1.9779205000000002,0.0,0.0,1.4817252,4.555,0.0,0.0,0.0,0.73744893,16.597669680877388
302,0.0,1.9871203999999998,0.0,0.0,1.5317827,4.775,0.0,0.0,0.0,0.99655294,17.213407363692244
303,0.0,1.9871203999999998,0.0,0.0,2.7532048,4.38,0.0,0.0,0.0,0.0,17.203007398594
304,0.0,1.9871203999999998,0.0,0.0,1.4717125,2.945,0.0,0.0,0.0,0.73744893,14.967757018355856
305,0.0,2.9898803,0.0,0.0,0.23026758,2.97,0.0,0.0,0.0,1.514761,12.16013187600152
306,0.0,2.217111,0.0,0.0,1.9923189,4.405,0.0,0.0,0.0,0.0,16.167979474418118
307,0.0,1.9963202000000002,0.0,0.0,2.4728787,1.765,0.0,0.0,0.0,0.0,10.999264128544171
308,0.0,1.4995401000000002,0.0,0.25103486,2.4828906,4.61,0.0,0.0,0.0,0.0,15.917461532053295
309,0.0,1.2511497,0.0,0.0,0.22025761,3.38,0.0,0.0,0.0,2.9896588,14.153285951456454
310,0.0,2.7414908,0.0,0.0,0.24027947,2.18,0.0,0.0,0.0,1.4948294,11.154735608156297
311,0.0,0.49677920000000003,0.0,0.2510357,0.26030323,2.22,0.0,0.0,0.0,1.2456912,10.626505337017198
312,0.0,0.48758024,0.0,0.2510357,0.5406302,4.055,0.0,0.0,0.0,3.0095894,12.398843388460817
313,0.0,0.50597906,0.0,0.0,0.0,5.305,0.0,0.0,0.0,0.0,3.4243536778622388
314,0.0,0.62557524,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,3.3990844469227293
315,0.0,2.0331186999999997,0.0,0.0,1.4817243,4.635,0.0,0.0,0.0,0.97662145,16.501849325259528
316,0.0,3.008279,0.0,0.26000059999999997,0.46053708,3.795,0.25645602,0.0,0.0,0.0,9.677997859308798
317,0.0,1.9779205000000002,0.0,0.0,2.4828906,4.91,0.0,0.0,0.0,0.23917247,18.17547593770373
318,0.0,2.2355099,0.0,0.0,1.7220048,4.705,0.0,0.0,0.0,0.50824225,17.105193460516492
319,0.0,1.7571294999999998,0.0,0.0,2.2225883,4.13,0.0,0.0,0.0,0.23917247,16.912170833755027
320,0.0,2.014719,0.0,0.0,1.2314339,4.765,0.0,0.0,0.0,0.98658717,16.803153793522206
321,0.0,2.2539105,0.0,0.0,1.9722959999999998,4.56,0.0,0.0,0.0,0.22920766,17.950864966451647
322,0.0,2.7230917999999997,0.0,0.51103544,1.0011654,3.96,0.0,0.0,0.0,0.0,13.451361428081446
323,0.0,1.2511497,0.0,0.24206910000000004,0.9711296999999999,3.96,0.25645602,0.0,0.0,0.51820797,12.299773892667238
324,0.0,1.7295308999999996,0.0,0.0,2.2225873,2.59,0.0,0.0,0.0,0.7374499,14.409739707187855
325,0.0,1.2419498,0.0,0.0,1.7320166000000001,4.99,0.0,0.0,0.0,1.2357254,15.357931849417357
326,0.0,2.5022993,0.0,0.0,2.2426102,4.6,0.0,0.0,0.0,0.0,17.832539059150555
327,0.0,1.7479306000000001,0.0,0.0,2.733182,4.395,0.0,0.0,0.0,0.0,18.20378260688778
328,0.0,0.47837952,0.0,0.0,0.0,4.985,0.0,0.0,0.0,0.0,3.243006210980304
329,0.0,0.48758113,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,2.9650638827902402
330,0.0,3.4682617,0.0,0.0,1.2414448,4.59,0.0,0.0,0.0,0.0,14.637043145946596
331,0.0,1.9871203999999998,0.0,0.0,1.2314329,4.785,0.0,0.0,0.0,0.99655294,16.819647582039607
332,0.0,2.2355099,0.0,0.0,1.7220048,4.58,0.0,0.0,0.0,0.49827647,17.482329104549542
333,0.0,2.226311,0.0,0.0,1.7320156000000002,2.39,0.0,0.0,0.0,0.5082413,13.249971729808015
334,0.0,1.9963202000000002,0.0,0.0,1.4817243,4.78,0.0,0.0,0.0,0.72748417,17.563043500302005
335,0.0,1.9963202000000002,0.0,0.0,1.2214221,4.8,0.0,0.0,0.0,0.7274832,16.956020705274184
336,0.0,1.00276,0.0,0.0,0.0,3.425,0.0,0.0,0.0,3.2487627999999997,11.514539208577508
337,0.0,3.24747,0.0,0.0,0.0,4.835,0.0,0.0,0.0,1.2357264,9.14919921212865
338,0.0,1.7295308999999996,0.0,0.0,2.9834723,3.535,0.0,0.0,0.0,0.0,14.096828880781734
339,0.0,2.9990802000000003,0.0,0.26000059999999997,1.2214221,3.615,0.0,0.0,0.0,0.0,15.848681211210222
340,0.0,1.4995401000000002,0.0,0.0,0.0,3.49,0.0,0.0,0.0,2.9996245,12.148291442692205
341,0.0,2.226311,0.0,0.26000059999999997,0.75087404,4.24,0.0,0.0,0.0,0.99655294,15.966996761034705
342,0.0,2.4747007,0.0,0.0,1.5117610000000001,2.385,0.0,0.0,0.0,0.49827647,14.964647344727256
343,0.0,1.9963202000000002,0.0,0.0,1.2614676999999999,5.015,0.0,0.0,0.0,0.7474147,17.075910668955533
344,0.0,1.9779205000000002,0.0,0.24206910000000004,0.0,3.88,0.48213762,0.0,0.0,0.0,4.167450381744971
345,0.0,1.9871203999999998,0.0,0.0,1.2013973,5.04,0.0,0.0,0.0,0.9666565999999999,17.964761087242113
346,0.0,2.4839005000000003,0.0,0.0,1.4917361999999998,4.47,0.0,0.0,0.0,0.49827647,17.16532100584903
347,0.0,2.9990802000000003,0.0,0.0,0.0,4.635,0.0,0.0,0.0,1.4948294,10.637490949367391
348,0.0,1.4903402000000001,0.0,0.0,1.7320156000000002,3.585,0.0,0.0,0.0,1.0164834999999999,17.752699761474528
349,0.0,1.9871203999999998,0.0,0.0,1.511759,3.87,0.0,0.0,0.0,0.7474147,19.01888678481411
350,0.0,3.2566697999999996,0.0,0.26896548,0.9911525,4.415,0.0,0.0,0.0,0.0,16.12832878554081
351,0.0,0.23919064,0.0,1.0131059999999998,0.0,2.715,0.0,0.0,0.0,3.5078669000000002,4.1067148640797475
352,0.0,1.9687215,0.0,0.0,2.2225873,4.6,0.0,0.0,0.0,0.0,19.963873330626818
353,0.0,2.226311,0.0,0.0,2.2125754,3.655,0.0,0.0,0.0,0.0,19.63117229205152
354,0.0,0.7451696999999999,0.0,0.0,0.48055990000000004,4.49,0.0,0.0,0.0,3.497901,15.881197030159203
355,0.0,2.0055191999999997,0.0,0.0,2.4828897,3.835,0.0,0.0,0.0,0.0,19.716139849664046
356,0.0,3.2290702000000002,0.0,0.0,1.2314329,4.49,0.0,0.0,0.0,0.0,18.85296121895697
357,0.0,0.4783804,0.0,0.0,0.0,4.885,0.0,0.0,0.0,0.0,3.968720941095456
358,0.0,0.48758024,0.0,0.0,0.0,4.895,0.0,0.0,0.0,0.0,3.5693935792735427
359,0.0,2.732291,0.0,0.0,1.7320156000000002,3.75,0.0,0.0,0.0,0.0,14.470565108772144
360,0.0,1.9779214,0.0,0.0,1.7220048,4.635,0.0,0.0,0.0,0.49827647,18.88186490962461
361,0.0,1.9871203999999998,0.0,0.0,1.4617025,4.785,0.0,0.0,0.0,0.7474147,18.866485626095525
362,0.0,1.4995393,0.0,0.0,2.4929025,4.59,0.0,0.0,0.0,0.0,17.50245862392705
363,0.0,2.2355107999999997,0.0,0.24206910000000004,1.7220048,4.37,0.0,0.0,0.0,0.24913824,18.71595516910311
364,0.0,2.7138913,0.0,0.0,1.4917361999999998,4.37,0.0,0.0,0.0,0.0,16.917326724763008
365,0.0,2.0055191999999997,0.0,0.0,1.4717143999999998,4.56,0.0,0.0,0.0,0.49827647,18.830888727855204
366,0.0,2.2355107999999997,0.0,0.0,2.2125764,2.83,0.0,0.0,0.0,0.0,15.577340085134251
367,0.0,1.011959,0.0,0.0,0.48055990000000004,3.59,0.24619853,0.0,0.0,1.4948294,11.004121527824225
368,0.0,3.23827,0.0,0.0,1.4717133999999998,4.365,0.0,0.0,0.0,0.0,18.010818733592924
369,0.0,0.75436956,0.0,0.0,1.7320166000000001,2.815,0.0,0.0,0.0,0.24913824,4.478700074066005
370,0.0,3.4774616000000003,0.0,0.0,0.9611188,4.99,0.0,0.0,0.0,0.0,16.654498886840354
371,0.0,0.9935601999999999,0.0,0.26896632,2.4628667999999996,3.39,0.0,0.0,0.0,0.0,5.199181970156256
372,0.0,3.24747,0.0,0.0,0.22025569,4.62,0.0,0.0,0.0,0.99655294,15.370151099565813
373,0.0,0.49678009999999995,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,3.791169058129499
374,0.0,0.48758024,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.55680476249288
375,0.0,2.2355107999999997,0.0,0.0,1.4717125,4.375,0.0,0.0,0.0,0.25910398,15.304028921213385
376,0.0,2.0423186,0.0,0.0,2.0123427,3.845,0.0,0.0,0.0,0.23917247,15.727782913395815
377,0.0,2.2447107,0.0,0.0,1.4817252,4.6,0.0,0.0,0.0,0.48831072,17.704615102638353
378,0.0,2.2539105,0.0,0.0,1.7320166000000001,4.395,0.0,0.0,0.0,0.21924192,16.651965583899873
379,0.0,2.2355107999999997,0.0,0.0,1.7420275,4.015,0.0,0.0,0.0,0.51820797,17.28181656676559
380,0.0,2.2355107999999997,0.0,0.0,1.7320166000000001,3.97,0.0,0.0,0.0,0.23917247,17.10640153158021
381,0.0,2.217111,0.0,0.0,1.2214211000000001,4.59,0.0,0.0,0.0,0.49827647,18.023213948796233
382,0.0,0.7451696999999999,0.0,0.0,0.0,4.835,0.0,0.0,0.0,3.7370737000000003,12.595778369693985
383,0.0,1.7295308999999996,0.0,0.0,1.7420275,3.385,0.23593907,0.0,0.0,0.24913824,12.67243765415386
384,0.0,2.74149,0.0,0.0,1.9722959999999998,4.405,0.0,0.0,0.0,0.0,17.964374295691304
385,0.0,1.9963202000000002,0.0,0.0,1.9622842,4.015,0.0,0.0,0.0,0.24913824,19.916516077003287
386,0.0,1.9963202000000002,0.0,0.0,2.2726450000000002,3.205,0.0,0.0,0.0,0.0,17.159321195736165
387,0.0,0.73597074,0.0,0.0,1.2314329,2.705,0.0,0.0,0.0,0.49827647,10.823976662806857
388,0.0,1.9963202000000002,0.0,0.0,1.7119929,4.12,0.0,0.0,0.0,0.48831072,20.3650116607993
389,0.0,0.48758024,0.0,0.0,0.0,4.985,0.0,0.0,0.0,0.0,3.5726143868971336
390,0.0,0.49678009999999995,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.1950945200180483
391,0.0,0.9935601999999999,0.0,0.0,0.21024476,2.4,0.0,0.0,0.0,0.23917247,8.720636826462156
392,0.0,2.2079112999999997,0.0,0.0,1.7320156000000002,4.135,0.0,0.0,0.0,0.48831168,16.849761275627046
393,0.0,1.9871203999999998,0.0,0.0,2.0123417000000003,3.735,0.0,0.0,0.0,0.24913824,17.483346756844384
394,0.0,1.9779214,0.0,0.0,1.9823079,4.015,0.0,0.0,0.0,0.50824225,16.77098777552249
395,0.0,2.2355107999999997,0.0,0.0,1.7420266,4.29,0.0,0.0,0.0,0.24913824,17.927261512359127
396,0.0,2.9806805,0.0,0.26000059999999997,1.2414448,2.905,0.0,0.0,0.0,0.0,13.364498740387043
397,0.0,2.2355107999999997,0.0,0.0,1.7220048,4.465,0.0,0.0,0.0,0.48831072,19.07558620625112
398,0.0,1.7479306000000001,0.0,0.0,1.7520384999999998,2.23,0.0,0.0,0.0,0.73744893,14.576593375899847
399,0.0,3.2382708,0.0,0.0,1.2314339,2.77,0.0,0.0,0.0,0.23917343,15.543789441781723
400,0.0,0.7267709,0.0,0.0,1.7320156000000002,4.11,0.0,0.0,0.0,1.7439677,5.08332806763012
401,0.0,0.98436123,0.0,0.0,0.0,4.545,0.0,0.0,0.0,3.4979,13.18091825964087
402,0.0,3.2382708,0.0,0.0,0.22025569,3.515,0.0,0.0,0.0,0.0,10.590264641492336
403,0.0,1.7571294999999998,0.0,0.26896632,0.23026854,2.99,0.2667145,0.0,0.0,0.73744893,8.143772236681857
404,0.0,0.9751614,0.0,0.0,3.2637994,4.81,0.0,0.0,0.0,0.0,3.8799032334552495
405,0.0,0.48758024,0.0,0.0,0.0,5.005,0.0,0.0,0.0,0.0,3.664818280369872
406,0.0,0.47838128,0.0,0.0,0.0,4.955,0.0,0.0,0.0,0.0,3.2064342587811323
407,0.0,2.00552,0.0,0.0,2.0023317,3.745,0.0,0.0,0.0,0.0,15.32332879434112
408,0.0,2.00552,0.0,0.0,1.9823079,3.77,0.0,0.0,0.0,0.24913824,15.81498785464335
409,0.0,1.9779205000000002,0.0,0.0,1.9923198,3.795,0.0,0.0,0.0,0.48831072,17.283587334304183
410,0.0,2.732291,0.0,0.0,1.7220048,4.995,0.0,0.0,0.0,0.0,16.56869655315581
411,0.0,0.73597074,0.0,0.0,0.0,3.315,0.0,0.0,0.0,3.9862117999999995,11.307568259278796
412,0.0,0.7267718000000001,0.0,0.0,0.47054705,2.805,0.0,0.0,0.0,3.2387972,12.752090684316384
413,0.0,2.014719,0.0,0.0,1.7220038,4.745,0.0,0.0,0.0,0.0,18.16870736600218
414,0.0,2.7230911,0.0,0.0,0.9811426,2.405,0.2667145,0.0,0.0,0.0,9.958619450542995
415,0.0,2.74149,0.0,0.0,1.2214221,4.575,0.0,0.0,0.0,0.49827647,17.97345209144472
416,0.0,2.4839005000000003,0.0,0.0,1.4717133999999998,5.03,0.0,0.0,0.0,0.0,17.715932367592867
417,0.0,1.9963202000000002,0.0,0.0,1.9722970000000002,4.045,0.0,0.0,0.0,0.0,19.117633794791985
418,0.0,2.5023,0.0,0.0,1.2414448,4.65,0.0,0.0,0.0,0.48831168,18.01686087334701
419,0.0,0.23919064,0.0,0.0,0.0,2.78,0.0,0.0,0.0,4.494454,6.927039512957145
420,0.0,2.4839005000000003,0.0,0.0,1.2214221,4.565,0.0,0.0,0.0,0.25910398,18.833501906673984
421,0.0,0.49678096,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,4.04975295512258
422,0.0,0.48758024,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.3311384608586234
423,0.0,2.7414908,0.0,0.0,1.7220048,3.165,0.0,0.0,0.0,0.0,13.785185999910126
424,0.0,2.22631,0.0,0.0,2.2325993,1.955,0.0,0.0,0.0,0.0,12.0200076261958
425,0.0,2.7414908,0.0,0.0,1.2314329,4.575,0.0,0.0,0.0,0.2890003,16.623739620176845
426,0.0,1.7387298,0.0,0.26896632,0.5206055,3.56,0.24619755,0.0,0.0,0.49827647,10.073646286314448
427,0.0,2.7322900000000003,0.0,0.0,1.2714795,5.21,0.0,0.0,0.0,0.4783459,17.33297729831929
428,0.0,3.229071,0.0,0.0,1.4817252,4.3,0.0,0.0,0.0,0.0,15.703359057524128
429,0.0,2.5023,0.0,0.0,1.9722959999999998,1.985,0.0,0.0,0.0,0.0,13.245469081146407
430,0.0,2.4931002,0.0,0.0,1.2414448,4.795,0.0,0.0,0.0,0.47834495,17.728405989893123
431,0.0,3.7442498,0.0,0.0,0.73085123,2.915,0.0,0.0,0.0,0.0,13.220618305980576
432,0.0,1.7387298,0.0,0.25103486,0.0,3.92,0.0,0.0,0.0,2.25221,13.826000389792426
433,0.0,2.00552,0.0,0.0,0.4905708,3.835,0.2667145,0.0,0.0,0.0,11.215950067410194
434,0.0,1.7479296999999998,0.0,0.0,1.7420275,4.595,0.0,0.0,0.0,0.0,18.55029939487659
435,0.0,1.7479306000000001,0.0,0.0,0.22025569,3.175,0.0,0.0,0.0,2.4913824,15.031599331629753
436,0.0,1.7203311000000001,0.0,0.0,1.7320166000000001,4.32,0.0,0.0,0.0,0.0,20.005519858751267
437,0.0,0.5335786,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,3.827164606906325
438,0.0,0.4783804,0.0,0.0,0.0,5.145,0.0,0.0,0.0,0.0,3.398386655874964
439,0.0,1.7387298,0.0,0.0,2.262635,4.43,0.0,0.0,0.0,0.0,16.89007939683184
440,0.0,2.7230911,0.0,0.0,1.2314339,4.745,0.0,0.0,0.0,0.48831072,15.898159062705307
441,0.0,2.7138913,0.0,0.0,0.9911535,4.54,0.0,0.0,0.0,0.50824225,15.820387062019241
442,0.0,2.74149,0.0,0.0,1.2314339,4.9,0.0,0.0,0.0,0.5082413,16.31749813218258
443,0.0,0.9935601999999999,0.0,0.0,0.4905708,3.28,0.0,0.0,0.0,3.019556,14.087087249157028
444,0.0,2.732291,0.0,0.0,1.4717133999999998,3.4,0.0,0.0,0.0,0.0,14.640818079602248
445,0.0,1.7479306000000001,0.0,0.50207055,0.22025569,2.61,0.0,0.0,0.0,1.9931058999999998,13.03498282646085
446,0.0,2.2447107,0.0,0.0,1.7620513,1.545,0.0,0.0,0.0,0.0,10.799535816736062
447,0.0,2.9990802000000003,0.0,0.0,0.78090775,3.14,0.0,0.0,0.0,0.49827647,14.896150815963097
448,0.0,0.26678842,0.0,0.0,0.0,3.745,0.0,0.0,0.0,4.006143,8.846926259582624
